city_id,city_name,jetz_scientific_name,present_in_city,season_code,season,origin_code,origin
1,Honolulu,Stigmatopelia_chinensis,false,1,Resident,3,Introduced
514,Cali,Columbina_passerina,false,1,Resident,1,Native
514,Cali,Columbina_talpacoti,true,1,Resident,1,Native
514,Cali,Geotrygon_montana,false,1,Resident,1,Native
514,Cali,Claravis_mondetoura,false,1,Resident,1,Native
514,Cali,Leptotila_plumbeiceps,false,1,Resident,1,Native
514,Cali,Leptotila_verreauxi,false,1,Resident,1,Native
514,Cali,Patagioenas_fasciata,false,1,Resident,1,Native
514,Cali,Patagioenas_cayennensis,false,1,Resident,1,Native
514,Cali,Patagioenas_subvinacea,false,1,Resident,1,Native
514,Cali,Zenaida_auriculata,true,1,Resident,1,Native
514,Cali,Geotrygon_frenata,false,1,Resident,1,Native
1027,Boston,Zenaida_macroura,true,1,Resident,1,Native
4355,Beirut,Columba_livia,true,1,Resident,1,Native
4355,Beirut,Stigmatopelia_senegalensis,false,1,Resident,1,Native
6660,Jalandhar,Columba_livia,true,1,Resident,1,Native
6660,Jalandhar,Streptopelia_decaocto,true,1,Resident,1,Native
6660,Jalandhar,Streptopelia_tranquebarica,false,1,Resident,1,Native
6660,Jalandhar,Treron_phoenicopterus,true,1,Resident,1,Native
6660,Jalandhar,Stigmatopelia_chinensis,false,1,Resident,1,Native
6660,Jalandhar,Stigmatopelia_senegalensis,false,1,Resident,1,Native
2054,Paris,Columba_livia,true,1,Resident,3,Introduced
2054,Paris,Streptopelia_decaocto,true,1,Resident,1,Native
2054,Paris,Columba_oenas,true,1,Resident,1,Native
2054,Paris,Columba_palumbus,true,1,Resident,1,Native
4358,Antakya,Columba_livia,true,1,Resident,1,Native
4358,Antakya,Streptopelia_decaocto,true,1,Resident,1,Native
4358,Antakya,Columba_palumbus,false,1,Resident,1,Native
5894,Doha,Streptopelia_decaocto,true,1,Resident,1,Native
5894,Doha,Stigmatopelia_senegalensis,false,1,Resident,1,Native
775,Detroit,Zenaida_macroura,true,1,Resident,1,Native
3079,Bratislava,Columba_livia,true,1,Resident,3,Introduced
3079,Bratislava,Streptopelia_decaocto,true,1,Resident,1,Native
8,Oxnard,Columbina_passerina,false,1,Resident,1,Native
8,Oxnard,Patagioenas_fasciata,true,1,Resident,1,Native
8,Oxnard,Zenaida_macroura,true,1,Resident,1,Native
3593,Odesa,Columba_livia,true,1,Resident,1,Native
3593,Odesa,Streptopelia_decaocto,true,1,Resident,1,Native
10,San Jose,Patagioenas_fasciata,false,1,Resident,1,Native
10,San Jose,Zenaida_macroura,true,1,Resident,1,Native
266,Colorado Springs,Zenaida_macroura,true,1,Resident,1,Native
2570,Milan,Columba_livia,true,1,Resident,1,Native
2570,Milan,Streptopelia_decaocto,true,1,Resident,1,Native
2570,Milan,Columba_palumbus,true,1,Resident,1,Native
1291,Sorocaba,Claravis_pretiosa,false,1,Resident,1,Native
1291,Sorocaba,Columbina_talpacoti,true,1,Resident,1,Native
1291,Sorocaba,Geotrygon_montana,false,1,Resident,1,Native
1291,Sorocaba,Claravis_godefrida,false,1,Resident,1,Native
1291,Sorocaba,Columbina_minuta,false,1,Resident,1,Native
1291,Sorocaba,Columbina_squammata,false,1,Resident,1,Native
1291,Sorocaba,Leptotila_rufaxilla,false,1,Resident,1,Native
1291,Sorocaba,Leptotila_verreauxi,true,1,Resident,1,Native
1291,Sorocaba,Patagioenas_cayennensis,false,1,Resident,1,Native
1291,Sorocaba,Patagioenas_picazuro,true,1,Resident,1,Native
1291,Sorocaba,Patagioenas_plumbea,false,1,Resident,1,Native
1291,Sorocaba,Patagioenas_speciosa,false,1,Resident,1,Native
1291,Sorocaba,Zenaida_auriculata,true,1,Resident,1,Native
1291,Sorocaba,Geotrygon_violacea,false,1,Resident,1,Native
2059,Barcelona,Columba_livia,true,1,Resident,1,Native
2059,Barcelona,Streptopelia_decaocto,true,1,Resident,1,Native
2059,Barcelona,Columba_oenas,false,1,Resident,1,Native
2059,Barcelona,Columba_palumbus,true,1,Resident,1,Native
7435,Haldwani,Columba_livia,true,1,Resident,1,Native
7435,Haldwani,Streptopelia_decaocto,false,1,Resident,1,Native
7435,Haldwani,Streptopelia_tranquebarica,false,1,Resident,1,Native
7435,Haldwani,Treron_phoenicopterus,false,1,Resident,1,Native
7435,Haldwani,Columba_hodgsonii,false,1,Resident,1,Native
7435,Haldwani,Treron_sphenurus,false,1,Resident,1,Native
7435,Haldwani,Stigmatopelia_chinensis,false,1,Resident,1,Native
7435,Haldwani,Stigmatopelia_senegalensis,false,1,Resident,1,Native
9995,Barisal,Columba_livia,true,1,Resident,1,Native
9995,Barisal,Streptopelia_decaocto,false,1,Resident,1,Native
9995,Barisal,Streptopelia_tranquebarica,false,1,Resident,1,Native
9995,Barisal,Treron_phoenicopterus,false,1,Resident,1,Native
9995,Barisal,Stigmatopelia_chinensis,false,1,Resident,1,Native
9995,Barisal,Stigmatopelia_senegalensis,false,1,Resident,1,Native
780,Raleigh,Zenaida_macroura,true,1,Resident,1,Native
1806,Birmingham,Columba_livia,true,1,Resident,3,Introduced
1806,Birmingham,Streptopelia_decaocto,true,1,Resident,1,Native
1806,Birmingham,Columba_oenas,true,1,Resident,1,Native
1806,Birmingham,Columba_palumbus,true,1,Resident,1,Native
3343,Skopje,Columba_livia,true,1,Resident,1,Native
3343,Skopje,Streptopelia_decaocto,true,1,Resident,1,Native
3343,Skopje,Columba_oenas,false,1,Resident,1,Native
3343,Skopje,Columba_palumbus,true,1,Resident,1,Native
8719,Puducherry,Columba_livia,true,1,Resident,1,Native
8719,Puducherry,Streptopelia_decaocto,false,1,Resident,1,Native
8719,Puducherry,Treron_phoenicopterus,false,1,Resident,1,Native
8719,Puducherry,Stigmatopelia_chinensis,false,1,Resident,1,Native
8719,Puducherry,Stigmatopelia_senegalensis,false,1,Resident,1,Native
1040,Cordoba,Columbina_talpacoti,false,1,Resident,1,Native
1040,Cordoba,Columbina_picui,true,1,Resident,1,Native
1040,Cordoba,Leptotila_verreauxi,true,1,Resident,1,Native
1040,Cordoba,Patagioenas_maculosa,true,1,Resident,1,Native
1040,Cordoba,Patagioenas_picazuro,true,1,Resident,1,Native
1040,Cordoba,Zenaida_auriculata,true,1,Resident,1,Native
1296,Campinas,Claravis_pretiosa,false,1,Resident,1,Native
1296,Campinas,Columbina_talpacoti,true,1,Resident,1,Native
1296,Campinas,Geotrygon_montana,false,1,Resident,1,Native
1296,Campinas,Claravis_godefrida,false,1,Resident,1,Native
1296,Campinas,Columbina_minuta,false,1,Resident,1,Native
1296,Campinas,Columbina_squammata,false,1,Resident,1,Native
1296,Campinas,Leptotila_rufaxilla,false,1,Resident,1,Native
1296,Campinas,Leptotila_verreauxi,false,1,Resident,1,Native
1296,Campinas,Patagioenas_cayennensis,false,1,Resident,1,Native
