city_id,mntd_normalised,mntd_standardised,mntd_actual,mntd_min,mntd_max,mntd_mean,mntd_sd,mtd_normalised,mtd_standardised,mtd_actual,mtd_min,mtd_max,mtd_mean,mtd_sd,fd_normalised,fd_standardised,fd_actual,fd_min,fd_max,fd_mean,fd_sd,FRic_normalised,FRic_standardised,FRic_actual,FRic_min,FRic_max,FRic_mean,FRic_sd,mass_fd_normalised,mass_fd_standardised,mass_fd_actual,mass_fd_min,mass_fd_max,mass_fd_mean,mass_fd_sd,mass_var_normalised,mass_var_standardised,mass_var_actual,mass_var_min,mass_var_max,mass_var_mean,mass_var_sd,mass_sdndr_normalised,mass_sdndr_standardised,mass_sdndr_actual,mass_sdndr_min,mass_sdndr_max,mass_sdndr_mean,mass_sdndr_sd,locomotory_trait_fd_normalised,locomotory_trait_fd_standardised,locomotory_trait_fd_actual,locomotory_trait_fd_min,locomotory_trait_fd_max,locomotory_trait_fd_mean,locomotory_trait_fd_sd,locomotory_trait_var_normalised,locomotory_trait_var_standardised,locomotory_trait_var_actual,locomotory_trait_var_min,locomotory_trait_var_max,locomotory_trait_var_mean,locomotory_trait_var_sd,locomotory_trait_sdndr_normalised,locomotory_trait_sdndr_standardised,locomotory_trait_sdndr_actual,locomotory_trait_sdndr_min,locomotory_trait_sdndr_max,locomotory_trait_sdndr_mean,locomotory_trait_sdndr_sd,trophic_trait_fd_normalised,trophic_trait_fd_standardised,trophic_trait_fd_actual,trophic_trait_fd_min,trophic_trait_fd_max,trophic_trait_fd_mean,trophic_trait_fd_sd,trophic_trait_var_normalised,trophic_trait_var_standardised,trophic_trait_var_actual,trophic_trait_var_min,trophic_trait_var_max,trophic_trait_var_mean,trophic_trait_var_sd,trophic_trait_sdndr_normalised,trophic_trait_sdndr_standardised,trophic_trait_sdndr_actual,trophic_trait_sdndr_min,trophic_trait_sdndr_max,trophic_trait_sdndr_mean,trophic_trait_sdndr_sd,city_name,regional_pool_size,urban_pool_size,number_of_regional_introduced_species,number_of_urban_introduced_species
8,0,-1.1547005383792512,52.594989404500005,52.594989404500005,65.453573562,61.167378842333335,7.423907024297069,0,-1.1547005383792512,52.594989404500005,52.594989404500005,65.453573562,61.167378842333335,7.423907024297069,1,0.5773502691896282,1118.7557108365127,1064.1311197166883,1118.7557108365127,1100.5475137965711,31.537522387403826,NA,NA,NA,NA,NA,NA,NA,0.9999999999999959,0.5773502691896222,1118.7512471559573,1064.1263380829016,1118.7512471559576,1100.5429441316055,31.537705957787622,0.529000738959308,0.038645989394783455,30603.38,3486.1250000000005,54747.405000000006,29612.303333333337,25645.006951237283,NA,NA,NA,NA,NA,NA,NA,0,-1.154700538379254,2.0296146319488875,2.0296146319488875,2.134888998788624,2.0997975431753786,0.060780184033689254,0.249636775038704,-0.3206857435909406,0.11803756476683938,0.050155440414507826,0.3220790155440416,0.16342400690846293,0.14152934157097252,NA,NA,NA,NA,NA,NA,NA,0,-1.154700538379251,0.8986683097337937,0.8986683097337937,1.0052086033199918,0.9696951721245924,0.06151106718153323,0.005805552034478312,-0.5723006011770854,0.08565414507772022,0.08417098445595858,0.3396437823834198,0.16982297063903287,0.14707100671954132,NA,NA,NA,NA,NA,NA,NA,Oxnard,3,2,0,0
65,0.41870958831986566,-0.20107661115828776,41.7037110345,30.77121777216667,56.88118412426667,44.066332819866666,11.74985878147113,0.5304326843379795,-0.08172503390662553,53.57864229766667,45.00625286093333,61.16737884326667,54.11702398296,6.5877205497211015,0.09930391057715961,-0.9657985809124277,1080.4996775503635,1070.1053232499753,1174.7774780520936,1126.017409684904,47.12963244524346,NA,NA,NA,NA,NA,NA,NA,0.09930094804363396,-0.9658016106547624,1080.492682168923,1070.0985603051238,1174.7714971559576,1126.0109534192084,47.130042803952634,0.055515834630104705,-1.0669418039998138,2898.5033333333336,2036.1033333333337,17570.410000000003,9028.297,5745.199638524742,0.3934916107005684,-0.30161585040095534,0.2500007861446278,6.007704173208224e-4,0.6344135606907343,0.31347739282581005,0.2104551421843353,1,1.03642486585187,2.3205037592958755,2.1369184156954786,2.3205037592958755,2.2348475650294897,0.08264583096043562,0.6603032004491858,0.36029319231387996,0.11255613126079449,0.031312607944732326,0.15435233160621764,0.09773575129533682,0.041134221466350825,0.04581221933835914,-0.9735441153891626,0.08363628594679583,0.05582421956735913,0.662912607362388,0.3355976230705348,0.258808340722208,0.32770850457724465,-0.5783785030640459,1.030218981494073,0.9313999315108941,1.2329455081527299,1.1029719358798216,0.1257877912134165,0.4035087719298245,-0.3694068702738702,0.08119170984455956,0.02756476683937822,0.1604663212435233,0.09749740932642485,0.04414021718052131,0.12626397756209115,-0.9959128123873856,0.08055646874277109,0.010247924365022636,0.5670856363971322,0.27669493112498844,0.19694340703584032,Hermosillo,5,3,0,0
75,0,-1.207654918679205,23.29699982375,23.29699982375,51.720916558025,36.695496382732145,11.094639993381463,0,-2.543522032948792,38.3954988945,38.3954988945,57.66137518841667,52.80043031075238,5.663379844817878,0,-1.2886460821299301,1070.9324454365412,1070.9324454365412,1191.146035885769,1136.5238417769028,50.89946514402875,0,-0.7418202473750677,0.0031761658031089195,0.0031761658031089195,8.405721070811746,2.0061957562299537,2.700141439269868,0,-1.288702155456741,1070.9152269717906,1070.9152269717906,1191.137841241979,1136.5121085004798,50.90150679963781,0.0879591547254923,-1.0538862524144255,3055.8358333333335,2096.2200000000003,13006.009166666669,7104.972380952381,3842.100168156272,0.8603991242878145,1.4217106657479535,0.4897745117676605,0.22222104419969474,0.5331854094754382,0.346839478848722,0.10053735711671069,0.16171022211540984,-1.364690527622446,2.1973444408129104,2.1585453292850194,2.3984751928418246,2.3037814187131143,0.07799349064555877,0.3833154094330929,-1.1000047146087693,0.10861398963730573,0.02243091537132985,0.24726683937823832,0.15771527263755244,0.044637338684234834,0.911987752438278,1.530329545258653,0.47013683734986494,0.14474626344520394,0.5015389649203073,0.3338898141611955,0.08903116561448944,0.7357283788481808,0.24862798964504426,1.2500411322330112,0.9313999315108941,1.364496179913009,1.2205248163140778,0.11871678631626527,0.6919117897678858,1.0200353028310312,0.11614853195164077,0.028497409326424868,0.1551770293609672,0.08449050086355786,0.03103621119800307,0.7015665590928511,1.2921373449949078,0.39669912082684405,0.07949646305571681,0.5316312657482521,0.25654550192806475,0.10846650276123057,Mazatlán,8,4,0,0
79,0.999999999971167,0.5190524598497909,65.4535735605,13.430039877999999,65.453573562,54.639887254583336,20.833513261927422,0.999999999971167,0.5190524598497909,65.4535735605,13.430039877999999,65.453573562,54.639887254583336,20.833513261927422,0.47813636565434703,-0.43995377821067067,1064.1311197166883,1014.0835560343942,1118.7557108365127,1083.102154662885,43.12051830388502,NA,NA,NA,NA,NA,NA,NA,0.4781372270952868,-0.43995254605004924,1064.1263380829016,1014.078310305124,1118.7512471559576,1083.0974546564667,43.12082460685857,0.04528232694762795,-0.8416978249243874,2548.9800000000005,73.20500000000001,54747.405000000006,23712.635833333334,25144.006799868515,NA,NA,NA,NA,NA,NA,NA,1,0.5653863805826971,2.134888998788624,1.8574964167681736,2.134888998788624,2.0711111739785926,0.11280396380312666,0.13458636025194695,-0.6886180427466311,0.043549222797927487,2.3316062176166025e-4,0.3220790155440416,0.13983916234887744,0.13983069506411222,NA,NA,NA,NA,NA,NA,NA,0,-1.5951073417726522,0.802482076661335,0.802482076661335,1.0052086033199918,0.935907417681483,0.08364662209621056,0.05868725868725868,-0.7714274561238937,0.031735751295336796,0.012538860103626948,0.3396437823834198,0.12923467184801385,0.12638767233223602,NA,NA,NA,NA,NA,NA,NA,Phoenix,5,3,0,0
81,0.21316776554605485,-1.3384811469486786,23.29699982375,15.596422047450002,51.720916558025,37.60889505496607,10.69263864032956,0,-2.9507847016180286,38.3954988945,38.3954988945,57.66137518841667,53.10697773551072,4.985615803465379,0,-1.976054102218393,1070.9324454365412,1070.9324454365412,1201.7218296429269,1158.4330130204996,44.28045137313141,0,-0.8219588812716618,0.0031761658031089195,0.0031761658031089195,12.260701640759931,2.7098818899580555,3.2929940728511524,0,-1.9761096074783238,1070.9152269717906,1070.9152269717906,1201.7131638226242,1158.4221057980087,44.28240138859705,0.03811615962195875,-1.3782713741146475,3055.8358333333335,2096.2200000000003,27272.30916666667,13730.222142857145,7744.763846946076,0.8902606196562484,1.4803713328734278,0.4897745117676605,0.03481683091118179,0.5458555883394831,0.30298394080213376,0.12617818706537828,0.5096757281647252,-0.9285979864890964,2.1973444408129104,1.9882757318278195,2.3984751928418246,2.2806625744783835,0.08972465467051867,0.4210742181337974,-0.8386341145773893,0.10861398963730573,0.007766623488773738,0.24726683937823832,0.15123774056254627,0.05082520515722141,0.9067788003738155,1.2994695171513488,0.47013683734986494,0.03817265852482894,0.514544821887008,0.34358446451612074,0.09738771949892895,0.7357283788481808,0.3063675422073429,1.2500411322330112,0.9313999315108941,1.364496179913009,1.2120513884142545,0.12400055027058317,0.5213315784404994,0.359488493315087,0.11614853195164077,0.028497409326424868,0.1966267271157168,0.10192982050333088,0.03955261910385368,0.7084193312590148,1.3910685699819547,0.39669912082684405,0.06887032379681568,0.5316312657482521,0.25118099526384136,0.10460888032635976,Tepic,9,5,0,0
83,0.45189015636644897,-1.0049185347931504,30.771217772333333,9.244808577999999,56.88118412426667,43.209787152297025,12.377689284558786,0.7380093303837713,-0.5163994655982443,48.112395666666664,11.337424228,61.16737884326667,52.646083812135714,8.779420676233293,0.3130578940415342,-1.2842918150797753,1064.9582419032542,1014.9106782209601,1174.7774780520936,1123.8629251284187,45.86549764899464,NA,NA,NA,NA,NA,NA,NA,0.31304176323155936,-1.2844195963409333,1064.9430047495682,1014.8949769717906,1174.7714971559576,1123.8553615322508,45.86690903075024,0.09343476665655051,-0.9790474253615652,3343.9033333333336,43.503333333333345,35366.543333333335,13827.240000000002,10707.690347885997,0.979423605758091,1.3765743613053114,0.6860827936388801,6.007704173208224e-4,0.7004838640976945,0.3914150913919742,0.21405868838606923,0.6699519942996555,-0.28310322790229203,2.1838478954863723,1.9064553134659221,2.3205037592958755,2.2105784509804,0.09441981884873943,0.90807026812838465,1.5127955032819222,0.23949913644214163,0.002020725388601033,0.2635405872193437,0.13273107883049595,0.07057666246364334,0.8912076361165383,1.2885593604412613,0.6027795511754178,0.02618914004394617,0.6731656556895932,0.34738805211098744,0.19819925018974113,0.789789929180395,0.463448804650287,1.136759275080271,0.7753735531201735,1.2329455081527299,1.078240933910999,0.1262671099420124,0.14125905247400572,-1.1064811421425813,0.037357512953367894,0.007206390328151998,0.22065198618307436,0.10194462435233162,0.05837163322449198,0.2898262627446379,-0.5960612272188149,0.20012456071317336,0.0030878025379324887,0.6829321903767508,0.3383574469897323,0.23191054872256175,Colima,8,3,0,0
88,0.4187095883294874,-0.41854046735595846,41.7037110345,30.77121777216667,56.88118412366667,45.99467910756667,10.25221790421833,0.6488768834981364,-0.09802951241885327,53.57864229766667,39.55462767833333,61.16737884266667,54.233831974433336,6.683596200776981,0.3201521174130043,-0.7214446650427894,1080.4996775503635,1036.1026319336077,1174.7774780520936,1114.6976373487043,47.402055147656526,NA,NA,NA,NA,NA,NA,NA,0.3201570220110515,-0.7214405386908207,1080.492682168923,1036.0941583593992,1174.7714971559576,1114.6908652320767,47.402635739339296,0.07361533224801643,-0.9266828291774538,2898.5033333333336,330.6699999999999,35212.443333333336,14248.050666666668,12247.499334165355,0.09820661340596187,-1.1346997331899082,0.2500007861446278,0.20450323046102328,0.6677872609929473,0.43008623318703826,0.1587075785557364,1,1.2278148942894591,2.3205037592958755,1.9729305687777678,2.3205037592958755,2.200418979111916,0.09780365162735138,0.40234835666307756,-0.6292562917346933,0.11255613126079449,0.010911053540587209,0.2635405872193437,0.15766709844559587,0.07168933831466726,0.055846123355267396,-1.3504108961671257,0.08363628594679583,0.0487659849094178,0.6731656556895932,0.3747549077534724,0.21557780867509233,0.521267590012465,-0.3070327254616192,1.030218981494073,0.8094802853491696,1.2329455081527299,1.0706571648771455,0.13170642745744535,0.33252019041754477,-0.34079234305031963,0.08119170984455956,0.020569948186528495,0.2028799654576857,0.10057210708117445,0.0568686404839597,0.11395058573787234,-0.9808050714719374,0.08055646874277109,0.0030878025379324887,0.6829321903767508,0.3188296274328132,0.24293630367597413,Guadalajara,6,3,0,0
112,0.4187095883294874,-0.20107661113676453,41.7037110345,30.77121777216667,56.88118412366667,44.06633281956667,11.749858781236874,0.5304326843751054,-0.08172503385362179,53.57864229766667,45.00625286033333,61.16737884266667,54.1170239826,6.587720549588673,0.09930391057715961,-0.9657985809124277,1080.4996775503635,1070.1053232499753,1174.7774780520936,1126.017409684904,47.12963244524346,NA,NA,NA,NA,NA,NA,NA,0.09930094804363396,-0.9658016106547624,1080.492682168923,1070.0985603051238,1174.7714971559576,1126.0109534192084,47.130042803952634,0.025994428559630137,-1.1242953365958834,2898.5033333333336,2036.1033333333337,35212.443333333336,17808.567000000003,13261.696621290834,0.10090608926124765,-0.948497888180244,0.2500007861446278,0.20450323046102328,0.6553933206101967,0.3962597687050235,0.15420064122757643,1,1.105071962170936,2.3205037592958755,2.0805738957390707,2.3205037592958755,2.2179442090425674,0.09280802858469761,0.4569763205828778,-0.4508876188632224,0.11255613126079449,0.031312607944732326,0.2090975820379966,0.1378134715025907,0.0560169301287869,0.04050070551418733,-1.2155892106246917,0.08363628594679583,0.05892556509887871,0.6690561920644014,0.3804898540933086,0.2442054976729841,0.22790457321834792,-0.7510752025341646,1.030218981494073,0.9703788361758114,1.2329455081527299,1.1146656072792969,0.11243431483331738,0.2397561436163036,-0.7977738510025864,0.08119170984455956,0.04281519861830744,0.2028799654576857,0.12562435233160624,0.055695787009322054,0.14418739997090044,-1.0023957465496287,0.08055646874277109,0.0030878025379324887,0.5403654441381912,0.27585148712607177,0.19482825925342412,Aguascalientes,5,3,0,0
140,0.4187095883294874,-0.20107661113676453,41.7037110345,30.77121777216667,56.88118412366667,44.06633281956667,11.749858781236874,0.5304326843751054,-0.08172503385362179,53.57864229766667,45.00625286033333,61.16737884266667,54.1170239826,6.587720549588673,0.09930391057715961,-0.9657985809124277,1080.4996775503635,1070.1053232499753,1174.7774780520936,1126.017409684904,47.12963244524346,NA,NA,NA,NA,NA,NA,NA,0.09930094804363396,-0.9658016106547624,1080.492682168923,1070.0985603051238,1174.7714971559576,1126.0109534192084,47.130042803952634,0.025994428559630137,-1.1242953365958834,2898.5033333333336,2036.1033333333337,35212.443333333336,17808.567000000003,13261.696621290834,0.10090608926124765,-0.948497888180244,0.2500007861446278,0.20450323046102328,0.6553933206101967,0.3962597687050235,0.15420064122757643,1,1.105071962170936,2.3205037592958755,2.0805738957390707,2.3205037592958755,2.2179442090425674,0.09280802858469761,0.4569763205828778,-0.4508876188632224,0.11255613126079449,0.031312607944732326,0.2090975820379966,0.1378134715025907,0.0560169301287869,0.04050070551418733,-1.2155892106246917,0.08363628594679583,0.05892556509887871,0.6690561920644014,0.3804898540933086,0.2442054976729841,0.22790457321834792,-0.7510752025341646,1.030218981494073,0.9703788361758114,1.2329455081527299,1.1146656072792969,0.11243431483331738,0.2397561436163036,-0.7977738510025864,0.08119170984455956,0.04281519861830744,0.2028799654576857,0.12562435233160624,0.055695787009322054,0.14418739997090044,-1.0023957465496287,0.08055646874277109,0.0030878025379324887,0.5403654441381912,0.27585148712607177,0.19482825925342412,Querétaro,5,3,0,0
143,0.22021515990637958,-0.6419624524642058,41.7037110345,37.41751631583333,56.88118412366667,48.22089889929167,10.151976707944687,0.5304326843751054,-0.21451896676020316,53.57864229766667,45.00625286033333,61.16737884266667,55.22991321075,7.69755205342369,0,-1.3621112243031994,1080.4996775503635,1080.4996775503635,1174.7774780520936,1141.2947255811846,44.63295430365564,NA,NA,NA,NA,NA,NA,NA,0,-1.3621093333862926,1080.492682168923,1080.492682168923,1174.7714971559574,1141.2883169307042,44.63344701606245,0,-1.3860429460583203,2898.5033333333336,2898.5033333333336,27989.693333333336,18810.675833333335,11480.28821563691,0.039906431773688134,-0.7568242304609331,0.2500007861446278,0.23910323403986775,0.5121808212959957,0.3479143671210892,0.12937426820601203,1,0.8047890193977033,2.3205037592958755,2.0805738957390707,2.3205037592958755,2.2268574192274073,0.11636135410812666,0.4204467745612036,-0.30450940923235403,0.11255613126079449,0.06477115716753022,0.17842400690846288,0.12781843696027634,0.05012096584455964,0,-1.051431934069063,0.08363628594679583,0.08363628594679583,0.5050762722761052,0.2859443756042475,0.1924119699070916,1,0.8660254037844355,1.030218981494073,0.9703788361758114,1.030218981494073,1.0002989088349423,0.034548724007844624,0.4162742019884874,-0.3128218179819984,0.08119170984455956,0.04684369602763385,0.1293566493955095,0.09260254749568221,0.03647711570993842,0,-1.056410856218817,0.08055646874277109,0.08055646874277109,0.50070804505642,0.2820843730835294,0.19076659725183223,Ciudad Juárez,4,3,0,0
