Sequence,Species1,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
933,Ptilinopus roseicapilla,Columbidae,Columbiformes,AVIBASE-3D223FA4,5,1,4,0,4,17.7,7.7,4.5,3.8,24.9,122.4,33.5,87.5,27.6,72.4,90.4,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,14.11,15.29,14.84,145.57,333.40
912,Ptilinopus solomonensis,Columbidae,Columbiformes,AVIBASE-C15DD431,5,2,3,0,4,17.9,8.0,4.3,4.1,19.9,115.2,32.1,82.6,28.0,65.8,108.5,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-10.91,-0.88,-7.06,156.01,20687.37
911,Ptilinopus speciosus,Columbidae,Columbiformes,AVIBASE-BE752C4F,4,2,2,0,3,18.0,8.3,3.5,4.0,19.8,110.1,30.1,80.0,27.3,48.1,108.5,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-1.33,-0.63,-0.95,135.79,2923.60
909,Ptilinopus superbus,Columbidae,Columbiformes,AVIBASE-205515E9,5,2,3,0,4,17.1,8.8,4.2,4.0,20.7,129.0,38.6,90.4,30.0,68.8,118.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-39.14,2.65,-14.47,144.51,1524991.57
913,Ptilinopus tannensis,Columbidae,Columbiformes,AVIBASE-8D278968,4,2,2,0,4,21.5,9.2,5.1,4.6,25.5,148.5,42.5,106.0,28.6,76.2,208.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-20.25,-13.58,-16.23,167.71,12046.29
908,Ptilinopus temminckii,Columbidae,Columbiformes,AVIBASE-722E8494,5,2,2,1,5,18.5,9.6,4.4,4.1,22.5,136.1,43.5,92.6,32.0,75.6,118.0,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-6.71,1.79,-2.16,121.23,183021.37
923,Ptilinopus viridis,Columbidae,Columbiformes,AVIBASE-49DBBA0C,12,3,8,1,9,17.8,8.7,4.3,4.2,20.6,112.3,33.7,78.5,30.1,56.6,121.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-10.19,0.04,-4.62,141.96,95441.03
916,Ptilinopus wallacii,Columbidae,Columbiformes,AVIBASE-614982D5,4,2,2,0,4,19.5,10.2,4.7,4.2,23.0,148.2,51.2,97.1,34.5,72.0,208.0,Inferred,NA,YES,Body Mass,Ptilinopus tannensis,Forest,2,1,Herbivore,Frugivore,Insessorial,-8.35,-4.50,-6.70,133.02,13260.47
886,Ramphiculus epius,Columbidae,Columbiformes,AVIBASE-595C339A,4,2,2,0,2,23.2,13.5,6.2,6.5,27.0,168.4,42.4,126.0,25.2,130.6,142.0,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-5.66,1.88,-1.81,121.03,106805.53
889,Ramphiculus fischeri,Columbidae,Columbiformes,AVIBASE-69505704,4,1,3,0,3,21.0,10.0,5.3,5.3,28.9,169.0,46.4,122.6,27.5,135.0,177.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-3.94,1.48,-1.86,120.60,40322.39
885,Ramphiculus jambu,Columbidae,Columbiformes,AVIBASE-8416E781,5,2,3,0,4,20.2,12.2,4.6,4.7,18.1,138.4,45.3,91.9,33.0,88.4,135.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-5.95,11.20,1.12,108.19,1406507.42
884,Ramphiculus leclancheri,Columbidae,Columbiformes,AVIBASE-E71B6E82,5,2,3,0,4,20.0,10.3,4.9,5.0,22.4,141.2,46.1,94.6,32.8,94.4,164.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,5.56,24.83,12.11,122.83,288493.56
888,Ramphiculus mangoliensis,Columbidae,Columbiformes,AVIBASE-401E8718,2,2,0,0,2,23.4,14.5,6.1,6.6,27.1,158.6,41.0,117.6,25.8,123.9,142.0,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-2.07,-1.58,-1.83,125.02,3825.18
883,Ramphiculus marchei,Columbidae,Columbiformes,AVIBASE-96974565,5,1,2,2,5,26.4,11.6,5.9,6.8,26.2,177.4,33.2,144.2,18.8,138.2,326.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,13.86,18.65,16.71,121.31,53418.75
890,Ramphiculus meridionalis,Columbidae,Columbiformes,AVIBASE-E41C677F,4,2,2,0,4,22.0,10.0,4.7,4.9,28.0,166.2,44.9,121.3,27.0,132.7,177.0,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-5.45,-5.00,-5.25,119.90,999.88
882,Ramphiculus merrilli,Columbidae,Columbiformes,AVIBASE-EE491959,7,2,4,1,7,19.3,10.7,5.6,6.4,29.7,164.3,37.3,127.0,22.7,118.0,263.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,12.52,18.58,15.21,121.78,63334.69
891,Ramphiculus occipitalis,Columbidae,Columbiformes,AVIBASE-23DE9E3D,9,5,4,0,8,19.1,9.3,4.3,5.4,26.1,157.2,42.2,116.2,26.7,102.8,238.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,5.56,18.65,11.86,123.10,267780.83
887,Ramphiculus subgularis,Columbidae,Columbiformes,AVIBASE-E5F5E7D2,4,1,1,2,4,22.1,10.8,4.9,5.2,26.4,163.0,45.5,117.5,28.0,119.5,142.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-1.77,-1.15,-1.40,123.18,2670.99
661,Reinwardtoena browni,Columbidae,Columbiformes,AVIBASE-567966D3,4,1,0,3,4,27.3,12.4,5.6,8.1,29.2,228.8,83.1,145.6,36.4,196.1,304.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-6.31,-1.91,-4.99,150.71,45117.99
662,Reinwardtoena crassirostris,Columbidae,Columbiformes,AVIBASE-F7DED186,3,1,2,0,3,23.7,12.8,6.9,9.8,25.3,203.7,67.7,136.0,33.2,179.9,259.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-10.83,-5.41,-8.14,158.38,34295.64
660,Reinwardtoena reinwardti,Columbidae,Columbiformes,AVIBASE-DA7BFF77,5,2,3,0,4,25.6,10.8,4.8,7.1,25.9,238.2,82.8,157.0,34.5,294.8,275.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-10.73,2.65,-4.43,139.77,656098.16
637,Spilopelia chinensis,Columbidae,Columbiformes,AVIBASE-BAD2AC99,6,3,3,0,6,19.9,10.8,3.5,3.5,19.9,138.8,42.0,96.7,30.3,127.3,159.0,Dunning,NA,NO,NA,NA,Woodland,3,1,Herbivore,Granivore,Terrestrial,-10.94,40.87,19.96,107.84,7371539.16
639,Spilopelia senegalensis,Columbidae,Columbiformes,AVIBASE-B2D6AB06,9,4,5,0,4,17.8,8.2,2.7,3.0,18.9,132.2,45.1,86.9,34.2,108.5,82.1,Dunning,NA,NO,NA,NA,Woodland,3,1,Herbivore,Granivore,Terrestrial,-34.84,52.67,13.86,37.37,28873137.27
638,Spilopelia suratensis,Columbidae,Columbiformes,AVIBASE-AEF9E7D3,8,3,3,2,6,19.0,9.1,2.9,3.3,22.0,137.0,43.2,93.1,31.7,127.1,159.0,DataFromSplit,NA,NO,NA,NA,Woodland,3,1,Herbivore,Granivore,Terrestrial,5.92,35.65,22.05,79.42,2921197.38
736,Starnoenas cyanocephala,Columbidae,Columbiformes,AVIBASE-F117ED15,4,0,3,1,3,22.8,10.2,3.7,4.2,32.9,140.3,42.3,98.0,30.2,96.0,219.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial,19.83,23.19,21.14,-78.14,28507.50
627,Streptopelia bitorquata,Columbidae,Columbiformes,AVIBASE-DFC8E556,5,2,3,0,4,21.8,11.8,3.7,4.2,26.2,160.8,49.2,110.0,31.0,115.8,153.0,Dunning,NA,NO,NA,NA,Woodland,3,1,Herbivore,Granivore,Terrestrial,-10.37,-5.87,-7.82,113.82,186292.82
634,Streptopelia capicola,Columbidae,Columbiformes,AVIBASE-AB937AEB,9,4,5,0,4,21.1,9.8,3.2,3.6,22.4,151.1,49.1,101.7,32.6,107.2,142.0,Dunning,NA,NO,NA,NA,Shrubland,3,1,Herbivore,Granivore,Terrestrial,-34.84,16.58,-12.47,28.78,9534302.21
628,Streptopelia decaocto,Columbidae,Columbiformes,AVIBASE-0C1EFC9B,9,4,5,0,4,20.9,9.6,3.9,3.9,20.8,173.7,60.9,111.5,35.4,134.2,149.0,Dunning,NA,NO,NA,NA,Human Modified,3,1,Herbivore,Omnivore,Terrestrial,-34.00,69.70,40.20,54.01,19265912.02
632,Streptopelia decipiens,Columbidae,Columbiformes,AVIBASE-70BD722B,9,4,5,0,4,22.5,10.9,3.8,4.2,23.5,167.4,51.1,115.5,30.7,128.3,134.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Granivore,Terrestrial,-25.53,23.47,2.85,20.96,7210175.11
626,Streptopelia dusumieri,Columbidae,Columbiformes,AVIBASE-E9FDB2B9,4,2,2,0,4,21.2,10.7,3.6,4.4,24.1,158.7,51.1,107.6,32.2,112.7,153.0,Updated_literature,Dunning (2021),NO,NA,NA,Woodland,3,1,Herbivore,Granivore,Terrestrial,4.61,18.65,11.75,122.88,277310.82
624,Streptopelia hypopyrrha,Columbidae,Columbiformes,AVIBASE-3D386DBA,4,0,4,0,3,20.0,10.1,3.6,3.8,21.5,173.0,61.5,111.5,35.6,113.8,162.0,Dunning,NA,NO,NA,NA,Forest,3,1,Herbivore,Granivore,Terrestrial,6.02,14.16,10.45,-0.14,529885.84
623,Streptopelia lugens,Columbidae,Columbiformes,AVIBASE-8770C6A7,9,5,4,0,4,20.9,10.3,3.4,3.9,21.5,172.7,63.4,109.6,36.6,115.3,155.0,Dunning,NA,NO,NA,NA,Forest,3,1,Herbivore,Omnivore,Terrestrial,-11.40,20.29,6.17,37.70,945579.48
625,Streptopelia orientalis,Columbidae,Columbiformes,AVIBASE-6658BAC5,5,3,2,0,4,21.9,8.3,3.1,4.0,25.5,176.5,57.2,117.7,32.8,127.2,232.9,Dunning,NA,NO,NA,NA,Woodland,3,3,Herbivore,Omnivore,Terrestrial,8.61,64.61,43.17,102.09,16926350.97
631,Streptopelia reichenowi,Columbidae,Columbiformes,AVIBASE-65FE8029,4,2,2,0,4,17.8,9.3,3.3,3.5,20.6,140.2,43.2,97.0,30.9,105.8,119.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-0.72,6.60,4.00,42.40,153525.54
630,Streptopelia roseogrisea,Columbidae,Columbiformes,AVIBASE-273A4A2F,5,2,3,0,4,19.4,10.1,3.7,3.8,21.2,159.2,62.2,96.8,39.2,106.0,155.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Granivore,Terrestrial,7.53,25.80,15.74,15.76,6532097.97
633,Streptopelia semitorquata,Columbidae,Columbiformes,AVIBASE-9888B3AE,9,4,5,0,4,22.7,10.8,3.6,4.3,23.5,173.1,63.0,109.5,36.6,120.2,176.0,Dunning,NA,NO,NA,NA,Shrubland,3,1,Herbivore,Granivore,Terrestrial,-34.84,19.04,-3.60,21.72,13753343.72
636,Streptopelia tranquebarica,Columbidae,Columbiformes,AVIBASE-BC140778,9,4,5,0,8,15.7,8.7,3.4,3.5,17.1,134.8,53.2,81.0,39.6,82.3,103.0,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Granivore,Terrestrial,1.26,40.52,26.15,97.93,9407303.38
622,Streptopelia turtur,Columbidae,Columbiformes,AVIBASE-5788552B,9,4,5,0,3,22.4,8.1,4.7,4.9,22.3,170.7,75.1,97.5,43.5,109.7,132.0,Dunning,NA,NO,NA,NA,Woodland,2,3,Herbivore,Granivore,Terrestrial,15.49,64.73,45.44,42.42,17578320.62
635,Streptopelia vinacea,Columbidae,Columbiformes,AVIBASE-DDEF7228,5,2,3,0,4,16.5,8.8,2.8,3.3,20.2,136.4,47.2,88.8,34.6,97.0,110.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Granivore,Terrestrial,0.87,20.96,10.58,12.21,6146574.47
629,Streptopelia xanthocycla,Columbidae,Columbiformes,AVIBASE-4B62C0C3,5,1,1,3,4,22.7,9.6,3.7,4.5,25.1,176.2,65.6,110.6,37.2,128.8,149.0,DataFromSplit,NA,NO,NA,NA,Human Modified,3,1,Herbivore,Omnivore,Terrestrial,17.46,25.26,21.33,95.39,230039.62
811,Treron affinis,Columbidae,Columbiformes,AVIBASE-B30C3132,4,2,2,0,4,18.4,10.0,4.8,5.7,22.8,144.0,51.2,92.8,35.6,76.5,234.0,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,8.07,20.89,14.61,75.04,184675.97
830,Treron apicauda,Columbidae,Columbiformes,AVIBASE-CB6653B4,5,2,2,1,4,21.0,10.5,5.4,6.9,23.8,163.6,57.6,105.7,35.3,172.3,217.2,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,13.33,30.70,23.37,98.00,1630253.65
815,Treron aromaticus,Columbidae,Columbiformes,AVIBASE-BA506943,4,2,1,1,4,21.0,10.8,4.8,5.4,23.0,156.8,55.3,101.4,35.2,79.8,234.0,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-3.84,-3.05,-3.42,126.63,8554.31
825,Treron australis,Columbidae,Columbiformes,AVIBASE-BA5B5935,7,2,4,1,4,21.2,10.8,5.4,6.4,25.0,170.4,61.4,111.0,35.6,94.0,229.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-25.61,-11.95,-19.38,46.78,505554.32
814,Treron axillaris,Columbidae,Columbiformes,AVIBASE-455CE570,4,2,2,0,4,22.2,11.5,5.3,6.6,25.1,154.8,55.7,99.1,36.0,79.0,234.0,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,4.64,18.65,11.82,123.09,275189.62
809,Treron bicinctus,Columbidae,Columbiformes,AVIBASE-0EF5FB3C,9,2,6,1,8,18.3,9.7,4.9,5.5,21.2,156.2,59.7,97.0,38.1,89.9,174.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-8.85,29.58,17.13,93.64,2448171.73
826,Treron calvus,Columbidae,Columbiformes,AVIBASE-E9C05A9C,21,12,9,0,8,23.0,11.5,6.0,6.8,22.9,160.6,61.1,99.3,38.1,86.4,197.5,Dunning,NA,NO,NA,NA,Forest,2,2,Herbivore,Frugivore,Insessorial,-25.56,16.04,-2.70,19.34,10739326.33
821,Treron capellei,Columbidae,Columbiformes,AVIBASE-28F77A79,5,2,3,0,4,31.4,18.0,8.6,10.3,23.1,193.8,64.8,128.4,33.5,112.4,401.3,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-5.95,12.39,0.73,107.82,1127623.03
813,Treron chloropterus,Columbidae,Columbiformes,AVIBASE-34FED63C,4,2,2,0,4,23.7,12.5,6.2,7.8,26.5,172.0,61.9,110.1,36.0,88.0,234.0,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,6.75,14.19,11.21,92.97,6117.84
816,Treron curvirostra,Columbidae,Columbiformes,AVIBASE-3F61AB07,9,4,5,0,8,19.4,11.9,5.9,7.4,19.9,135.9,47.5,88.6,34.9,73.9,134.5,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-7.02,28.55,13.64,102.06,3273169.54
827,Treron delalandii,Columbidae,Columbiformes,AVIBASE-CDA012BF,4,1,0,3,4,21.9,11.9,6.6,7.6,23.9,170.0,64.3,105.6,37.9,111.8,197.5,DataFromSplit,NA,NO,NA,NA,Forest,2,2,Herbivore,Frugivore,Insessorial,-31.73,-4.67,-18.72,35.52,636994.71
819,Treron floris,Columbidae,Columbiformes,AVIBASE-F9BAD31C,5,1,2,2,4,22.5,13.0,6.1,7.3,23.6,147.8,44.6,104.6,29.9,87.4,205.7,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-9.11,-8.08,-8.58,119.69,37609.37
836,Treron formosae,Columbidae,Columbiformes,AVIBASE-020464B6,5,3,2,0,5,22.0,11.7,5.2,6.5,27.6,190.6,68.1,122.5,35.8,111.8,140.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,18.81,25.30,23.68,120.98,36641.74
806,Treron fulvicollis,Columbidae,Columbiformes,AVIBASE-614EC457,5,2,3,0,4,19.2,9.6,4.5,5.0,19.1,143.4,47.6,95.4,33.3,79.0,167.0,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Frugivore,Insessorial,-5.95,11.94,1.34,109.94,932158.97
817,Treron griseicauda,Columbidae,Columbiformes,AVIBASE-72CCDB5A,5,4,1,0,4,20.4,11.2,5.5,7.3,23.3,145.4,49.8,96.7,33.9,86.8,205.7,EltonTraits_GenAvg,NA,NO,NA,NA,Grassland,2,1,Herbivore,Frugivore,Insessorial,-8.85,4.55,-4.32,116.37,245187.84
824,Treron griveaudi,Columbidae,Columbiformes,AVIBASE-4E869790,1,1,0,0,1,23.4,13.8,6.2,6.8,25.6,169.0,62.1,106.9,36.7,83.0,229.0,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-12.35,-12.26,-12.31,43.71,63.88
807,Treron olax,Columbidae,Columbiformes,AVIBASE-23E07E95,5,2,3,0,4,17.9,9.9,4.1,4.7,17.1,118.8,40.7,79.1,34.0,64.4,77.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-7.48,10.05,0.88,108.41,1359140.89
831,Treron oxyurus,Columbidae,Columbiformes,AVIBASE-30CA850D,5,2,3,0,4,21.4,11.4,5.5,6.5,23.5,156.8,56.4,102.1,35.6,119.6,205.7,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-7.26,5.41,0.78,99.71,95078.12
828,Treron pembaensis,Columbidae,Columbiformes,AVIBASE-1DC1F8E7,1,0,1,0,1,22.4,11.8,5.9,7.6,26.1,169.0,61.2,107.8,36.2,82.0,205.7,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-5.44,-4.86,-5.17,39.76,908.29
835,Treron permagnus,Columbidae,Columbiformes,AVIBASE-1EE907AC,4,2,2,0,4,24.9,11.7,6.0,6.6,27.2,200.7,70.7,129.9,35.2,146.0,140.0,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,24.04,31.22,27.13,128.02,3735.23
810,Treron phayrei,Columbidae,Columbiformes,AVIBASE-4116FF6B,5,2,3,0,4,20.1,10.6,4.9,6.1,23.3,155.8,61.0,96.0,38.9,85.2,187.0,Updated_literature,Dunning (2021),NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,8.56,28.92,19.87,98.97,1719830.14
822,Treron phoenicopterus,Columbidae,Columbiformes,AVIBASE-F6C3F6DB,9,3,4,2,8,21.0,12.2,6.5,7.8,25.1,188.2,74.2,113.9,39.5,106.3,235.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,6.20,33.68,21.90,84.61,4843995.11
812,Treron pompadora,Columbidae,Columbiformes,AVIBASE-539F8993,4,2,2,0,4,18.6,10.4,4.9,6.0,22.0,150.5,56.8,93.7,37.8,84.6,234.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,5.92,9.83,7.61,80.71,65443.57
820,Treron psittaceus,Columbidae,Columbiformes,AVIBASE-6EB63FA4,4,1,2,1,4,22.6,11.8,6.0,7.3,25.5,165.8,54.5,111.3,32.9,98.2,205.7,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-11.00,-8.33,-9.32,125.02,21010.32
829,Treron sanctithomae,Columbidae,Columbiformes,AVIBASE-8F575A0E,3,2,1,0,2,21.5,12.4,7.9,9.9,26.5,170.5,60.5,110.0,35.4,94.5,205.7,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,0.02,0.42,0.24,6.61,856.75
832,Treron seimundi,Columbidae,Columbiformes,AVIBASE-B3C1CC2E,5,2,3,0,3,20.7,10.9,6.1,6.8,20.8,153.6,52.0,101.5,33.9,141.8,157.8,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,3.42,21.82,16.11,106.33,219840.39
834,Treron sieboldii,Columbidae,Columbiformes,AVIBASE-002105C7,11,2,9,0,10,22.7,11.3,5.1,5.6,23.3,182.6,68.6,113.7,37.6,118.0,245.0,Dunning,NA,NO,NA,NA,Forest,2,2,Herbivore,Frugivore,Insessorial,13.75,45.52,28.01,116.78,2159328.24
833,Treron sphenurus,Columbidae,Columbiformes,AVIBASE-CCE99BC4,13,6,7,0,12,20.3,10.4,5.1,5.3,22.3,170.7,62.9,106.7,37.1,117.0,210.0,Dunning,NA,NO,NA,NA,Forest,1,2,Herbivore,Frugivore,Insessorial,-8.53,34.72,22.52,98.35,1738455.55
818,Treron teysmannii,Columbidae,Columbiformes,AVIBASE-6676140F,5,3,2,0,4,22.8,11.9,6.1,8.1,25.8,157.0,52.1,105.6,33.1,89.0,205.7,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-10.32,-9.41,-9.82,119.90,6075.21
808,Treron vernans,Columbidae,Columbiformes,AVIBASE-D0772401,5,2,3,0,4,19.4,9.2,4.7,5.2,20.6,137.4,44.4,91.2,32.8,79.8,132.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial,-9.11,19.58,3.34,110.34,2260914.59
823,Treron waalia,Columbidae,Columbiformes,AVIBASE-46C90944,5,2,3,0,4,20.4,10.9,6.2,7.0,24.6,179.4,66.2,112.8,37.0,106.2,254.0,Dunning,NA,NO,NA,NA,Woodland,2,2,Herbivore,Frugivore,Insessorial,1.22,23.10,10.69,18.10,5454383.59
774,Trugon terrestris,Columbidae,Columbiformes,AVIBASE-7EFA1E93,6,1,2,3,4,27.3,12.8,5.1,7.6,47.0,173.5,51.4,119.4,30.1,121.2,400.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Granivore,Terrestrial,-10.73,-0.34,-5.35,141.00,651761.91
657,Turacoena manadensis,Columbidae,Columbiformes,AVIBASE-D14CE6AB,6,0,1,5,4,25.4,12.1,4.7,5.7,26.7,198.7,57.8,140.0,29.2,181.3,208.6,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-5.71,1.88,-2.11,121.12,157651.99
659,Turacoena modesta,Columbidae,Columbiformes,AVIBASE-A8B4CB21,4,0,2,2,4,25.0,11.1,4.8,5.6,25.4,196.8,64.4,132.3,32.8,162.2,340.0,EltonTraits_Model,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,-10.64,-7.56,-9.14,125.20,31634.62
658,Turacoena sulaensis,Columbidae,Columbiformes,AVIBASE-E9B2FCFC,2,0,0,2,0,25.5,12.1,5.3,6.0,21.8,181.0,57.8,140.0,29.2,171.5,208.6,DataFromSplit,NA,YES,Beak Nares; Kipp's Distance; Secondary1; Hand-Wing Index,Turacoena manadensis,Forest,1,1,Herbivore,Frugivore,Insessorial,-2.49,-1.63,-1.88,125.16,4637.38
793,Turtur abyssinicus,Columbidae,Columbiformes,AVIBASE-72B71F11,5,1,4,0,4,16.4,7.8,2.2,2.7,17.9,105.4,32.9,73.6,30.9,77.8,62.7,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Granivore,Terrestrial,1.42,18.17,11.41,13.19,3889636.70
794,Turtur afer,Columbidae,Columbiformes,AVIBASE-23D5FC36,9,4,5,0,4,17.5,7.2,2.1,2.9,18.0,105.2,29.5,75.2,28.2,80.4,65.6,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Granivore,Terrestrial,-23.52,16.96,2.08,17.55,10011361.74
796,Turtur brehmeri,Columbidae,Columbiformes,AVIBASE-0CA6EE59,19,3,2,14,7,18.5,9.0,2.7,3.3,26.6,126.4,30.3,89.7,25.2,107.2,116.0,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Terrestrial,-6.28,9.22,2.42,13.71,2760838.43
792,Turtur chalcospilos,Columbidae,Columbiformes,AVIBASE-BDF442F2,14,4,5,5,9,16.5,7.4,2.6,3.2,18.5,110.5,31.4,79.4,28.4,74.6,60.6,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Granivore,Terrestrial,-34.21,11.26,-10.42,31.73,5888722.68
795,Turtur tympanistria,Columbidae,Columbiformes,AVIBASE-7308278F,22,4,12,6,15,17.0,8.0,2.9,3.5,21.0,112.9,28.4,84.1,25.2,83.6,70.6,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Granivore,Terrestrial,-34.84,10.32,-4.36,23.60,8134665.65
733,Uropelia campestris,Columbidae,Columbiformes,AVIBASE-B83876CC,4,1,0,3,4,10.7,5.4,2.1,2.4,14.7,65.2,13.0,52.2,19.9,73.0,35.2,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Granivore,Terrestrial,-19.54,2.27,-13.63,-50.74,1791696.14
712,Zenaida asiatica,Columbidae,Columbiformes,AVIBASE-BFBC73AF,6,1,5,0,4,24.0,14.4,4.2,4.5,24.8,160.8,57.0,104.8,35.2,116.2,153.0,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Granivore,Generalist,7.95,37.55,25.56,-100.88,2959489.41
716,Zenaida auriculata,Columbidae,Columbiformes,AVIBASE-71958FA9,25,7,12,6,8,19.0,11.3,3.7,4.0,21.0,136.2,45.2,91.7,32.7,92.9,110.2,Dunning,NA,NO,NA,NA,Human Modified,3,1,Herbivore,Granivore,Terrestrial,-55.05,14.10,-20.36,-59.30,11530888.21
714,Zenaida aurita,Columbidae,Columbiformes,AVIBASE-85BD24D1,8,2,2,4,4,22.1,8.0,2.8,4.5,22.9,149.0,50.1,98.8,33.6,96.4,156.0,Dunning,NA,NO,NA,NA,Forest,3,1,Herbivore,Omnivore,Generalist,12.00,26.93,20.41,-75.48,230577.71
715,Zenaida galapagoensis,Columbidae,Columbiformes,AVIBASE-E0DFC281,7,3,4,0,6,20.3,12.6,3.8,4.0,22.9,125.4,45.3,78.8,36.6,64.9,111.0,Dunning,NA,NO,NA,NA,Woodland,3,1,Herbivore,Granivore,Generalist,-1.41,1.68,-0.54,-90.89,8331.05
