city_id,mntd_normalised,mntd_standardised,mntd_actual,mntd_min,mntd_max,mntd_mean,mntd_sd,mpd_normalised,mpd_standardised,mpd_actual,mpd_min,mpd_max,mpd_mean,mpd_sd,fd_normalised,fd_standardised,fd_actual,fd_min,fd_max,fd_mean,fd_sd,FRic_normalised,FRic_standardised,FRic_actual,FRic_min,FRic_max,FRic_mean,FRic_sd,mass_fd_normalised,mass_fd_standardised,mass_fd_actual,mass_fd_min,mass_fd_max,mass_fd_mean,mass_fd_sd,mass_var_normalised,mass_var_standardised,mass_var_actual,mass_var_min,mass_var_max,mass_var_mean,mass_var_sd,mass_sdndr_normalised,mass_sdndr_standardised,mass_sdndr_actual,mass_sdndr_min,mass_sdndr_max,mass_sdndr_mean,mass_sdndr_sd,locomotory_trait_fd_normalised,locomotory_trait_fd_standardised,locomotory_trait_fd_actual,locomotory_trait_fd_min,locomotory_trait_fd_max,locomotory_trait_fd_mean,locomotory_trait_fd_sd,locomotory_trait_var_normalised,locomotory_trait_var_standardised,locomotory_trait_var_actual,locomotory_trait_var_min,locomotory_trait_var_max,locomotory_trait_var_mean,locomotory_trait_var_sd,locomotory_trait_sdndr_normalised,locomotory_trait_sdndr_standardised,locomotory_trait_sdndr_actual,locomotory_trait_sdndr_min,locomotory_trait_sdndr_max,locomotory_trait_sdndr_mean,locomotory_trait_sdndr_sd,trophic_trait_fd_normalised,trophic_trait_fd_standardised,trophic_trait_fd_actual,trophic_trait_fd_min,trophic_trait_fd_max,trophic_trait_fd_mean,trophic_trait_fd_sd,trophic_trait_var_normalised,trophic_trait_var_standardised,trophic_trait_var_actual,trophic_trait_var_min,trophic_trait_var_max,trophic_trait_var_mean,trophic_trait_var_sd,trophic_trait_sdndr_normalised,trophic_trait_sdndr_standardised,trophic_trait_sdndr_actual,trophic_trait_sdndr_min,trophic_trait_sdndr_max,trophic_trait_sdndr_mean,trophic_trait_sdndr_sd
8,0,0,52.594989404500005,52.594989404500005,65.453573562,52.594989404500005,65.453573562,0,0,52.594989404500005,52.594989404500005,65.453573562,52.594989404500005,65.453573562,1,0.34906957269236655,271.22205868608353,176.5466905557884,271.22205868608353,176.5466905557884,271.22205868608353,NA,NA,NA,NA,NA,NA,NA,1,0.349075938454281,271.2202566964286,176.54379106231178,271.2202566964286,176.54379106231178,271.2202566964286,0.529000738959308,0.4953158053792686,30603.38,3486.1250000000005,54747.405000000006,3486.1250000000005,54747.405000000006,NA,NA,NA,NA,NA,NA,NA,1,0.192748047620069,1.068606871284083,0.8626349831706857,1.068606871284083,0.8626349831706857,1.068606871284083,0.24963677503870402,0.21076233183856477,0.15392736486486489,0.06540540540540549,0.42000844594594616,0.06540540540540549,0.42000844594594616,NA,NA,NA,NA,NA,NA,NA,0,0,0.5429054910818693,0.5429054910818693,0.6986023227541679,0.5429054910818693,0.6986023227541679,0.005805552034478192,0.004366812227074088,0.11169763513513514,0.10976351351351359,0.4429138513513515,0.10976351351351359,0.4429138513513515,NA,NA,NA,NA,NA,NA,NA
56,0,0,29.8287797715,29.8287797715,65.453573562,29.8287797715,65.453573562,0,0,29.8287797715,29.8287797715,65.453573562,29.8287797715,65.453573562,0,0,150.64746592585865,150.64746592585865,271.22205868608353,150.64746592585865,271.22205868608353,NA,NA,NA,NA,NA,NA,NA,0,0,150.64383370535717,150.64383370535717,271.2202566964286,150.64383370535717,271.2202566964286,0,0,581.4049999999999,581.4049999999999,54747.405000000006,581.4049999999999,54747.405000000006,NA,NA,NA,NA,NA,NA,NA,1,0.2552259190493671,1.068606871284083,0.7958707004581342,1.068606871284083,0.7958707004581342,1.068606871284083,0.2020792322834644,0.19817410364173804,0.09135135135135133,0.008116554054054061,0.42000844594594616,0.008116554054054061,0.42000844594594616,NA,NA,NA,NA,NA,NA,NA,0.4020873281759044,0.14987609826591364,0.5429054910818694,0.43820170070797015,0.698602322754168,0.43820170070797015,0.698602322754168,0.13565516707920774,0.13376937892107305,0.06540540540540536,0.006157094594594608,0.4429138513513515,0.006157094594594608,0.4429138513513515,NA,NA,NA,NA,NA,NA,NA
65,0.41870958831986566,0.19219876362716773,41.7037110345,30.77121777216667,56.88118412426667,30.77121777216667,56.88118412426667,0.5304326843379795,0.14014642443154143,53.57864229766667,45.00625286093333,61.16737884326667,45.00625286093333,61.16737884326667,0.14576377386005762,0.036336170598494213,191.58312713860528,182.73825914202092,243.41772539318964,182.73825914202092,243.41772539318964,NA,NA,NA,NA,NA,NA,NA,0.14576086305080532,0.036336663640720315,191.57749641945466,182.7326799512007,243.41300444386695,182.7326799512007,243.41300444386695,0.055515834630104705,0.04908251998672767,2898.5033333333336,2036.1033333333337,17570.410000000003,2036.1033333333337,17570.410000000003,0.3934916107005684,0.3931189860692231,0.2500007861446278,6.007704173208224e-4,0.6344135606907343,6.007704173208224e-4,0.6344135606907343,0.7891438962807173,0.2498147049448847,1.194788802339115,0.8749649072185874,1.2802444723623805,0.8749649072185874,1.2802444723623805,0.6603032004491857,0.5263511245384355,0.1467792792792793,0.040833333333333374,0.20128378378378387,0.040833333333333374,0.20128378378378387,0.045812219338359064,0.041954348236181445,0.08363628594679579,0.05582421956735913,0.6629126073623881,0.05582421956735913,0.6629126073623881,0.31016430561739067,0.10891637459663601,0.6760779333207683,0.5789020193439383,0.8922066524589534,0.5789020193439383,0.8922066524589534,0.4035087719298244,0.3341943816596705,0.10587837837837834,0.03594594594594592,0.20925675675675676,0.03594594594594592,0.20925675675675676,0.12626397756209126,0.12398223454298743,0.08055646874277111,0.010247924365022582,0.5670856363971322,0.010247924365022582,0.5670856363971322
74,0.999999999971167,0.7948157885256092,65.4535735605,13.430039877999999,65.453573562,13.430039877999999,65.453573562,0.999999999971167,0.7948157885256092,65.4535735605,13.430039877999999,65.453573562,13.430039877999999,65.453573562,0.2684611141426509,0.12810201646145392,176.5466905557884,141.8025979292743,271.22205868608353,141.8025979292743,271.22205868608353,NA,NA,NA,NA,NA,NA,NA,0.268462687966516,0.12810537917932052,176.5437910623118,141.7990172371032,271.2202566964286,141.7990172371032,271.2202566964286,0.04528232694762795,0.045221778091582614,2548.9800000000005,73.20500000000001,54747.405000000006,73.20500000000001,54747.405000000006,NA,NA,NA,NA,NA,NA,NA,0.35598342945646494,0.10654246202845467,0.8626349831706857,0.7487829761635555,1.068606871284083,0.7487829761635555,1.068606871284083,0.13458636025194698,0.1344889300006033,0.056790540540540585,3.0405405405405626e-4,0.42000844594594616,3.0405405405405626e-4,0.42000844594594616,NA,NA,NA,NA,NA,NA,NA,0.17001458199342678,0.06337210951929734,0.4824736036159828,0.43820170070797015,0.698602322754168,0.43820170070797015,0.698602322754168,0.08065826113861382,0.07953700348963592,0.041385135135135136,0.006157094594594608,0.4429138513513515,0.006157094594594608,0.4429138513513515,NA,NA,NA,NA,NA,NA,NA
75,0.14464192741034954,0.0929317149398858,23.29699982375,18.49048634975,51.720916558025,18.49048634975,51.720916558025,1.2976173641555458e-11,4.335612103126782e-12,38.3954988945,38.395498894250004,57.66137518841667,38.395498894250004,57.66137518841667,0.22497708319339169,0.08410828546529568,183.56851732817125,161.83038089299953,258.4541619760065,161.83038089299953,258.4541619760065,0,0,0.004141891891892364,0.004141891891892364,10.961514639639638,0.004141891891892364,10.961514639639638,0.22493726593863844,0.08410466333777987,183.54934661786737,161.81277309929655,258.4467098010098,161.81277309929655,258.4467098010098,0.22127019705564388,0.21738156804569372,3055.8358333333335,228.5691666666666,13006.009166666669,228.5691666666666,13006.009166666669,0.8904464421296534,0.661762002625454,0.4897745117676605,0.13693266742252172,0.5331854094754382,0.13693266742252172,0.5331854094754382,0.42400042577777414,0.145062358787734,1.1400747643765512,0.9341028762631536,1.419885143428496,0.9341028762631536,1.419885143428496,0.38708199725148895,0.35413065116035425,0.1416385135135136,0.027449324324324356,0.3224493243243243,0.027449324324324356,0.3224493243243243,0.93392130436204,0.8849183790669232,0.470136837349865,0.02631578947368428,0.5015389649203073,0.02631578947368428,0.5015389649203073,0.7877945774702757,0.4114733665455739,0.9117290322014644,0.4898128441206864,1.025379094697852,0.4898128441206864,1.025379094697852,0.7210185185185185,0.6500180862016195,0.15146396396396397,0.019926801801801793,0.20235923423423424,0.019926801801801793,0.20235923423423424,0.6571032211619974,0.5641913863553365,0.396699120826844,0.07949646305571671,0.5622252757530547,0.07949646305571671,0.5622252757530547
79,0.4187095883294874,0.19219876362919508,41.7037110345,30.77121777216667,56.88118412366667,30.77121777216667,56.88118412366667,0.5304326843751054,0.14014642444272524,53.57864229766667,45.00625286033333,61.16737884266667,45.00625286033333,61.16737884266667,0.06834264294459283,0.02833461238585086,191.58312713860528,182.73825914202092,312.1577198988301,182.73825914202092,312.1577198988301,NA,NA,NA,NA,NA,NA,NA,0.06834130553226318,0.02833479228758868,191.57749641945466,182.7326799512007,312.1539194105261,182.7326799512007,312.1539194105261,0.025994428559630137,0.02449134221775578,2898.5033333333336,2036.1033333333337,35212.443333333336,2036.1033333333337,35212.443333333336,0.10090608926124765,0.06942023095573281,0.2500007861446278,0.20450323046102328,0.6553933206101967,0.20450323046102328,0.6553933206101967,1,0.26768236737270035,1.194788802339115,0.8749649072185874,1.194788802339115,0.8749649072185874,1.194788802339115,0.4569763205828778,0.3885435810601522,0.1467792792792793,0.040833333333333374,0.27267454954954967,0.040833333333333374,0.27267454954954967,0.040500705514187246,0.0369337002497071,0.08363628594679579,0.058925565098878724,0.6690561920644013,0.058925565098878724,0.6690561920644013,0.1700145819934272,0.04962068236769789,0.6760779333207683,0.6318060304127555,0.8922066524589534,0.6318060304127555,0.8922066524589534,0.23975614361630349,0.18915870347117256,0.10587837837837834,0.05583333333333337,0.2645664414414415,0.05583333333333337,0.2645664414414415,0.14418739997090058,0.1433634719710669,0.08055646874277111,0.003087802537932421,0.5403654441381912,0.003087802537932421,0.5403654441381912
81,0.06725767683292809,0.046690932411714195,17.4783970554,15.163145613560001,49.58674676754,15.163145613560001,49.58674676754,0.05513309602030426,0.010414817344584828,45.656249382,45.07743652256,55.5759011694,45.07743652256,55.5759011694,0.048466519982058455,0.02526434895932375,198.60495391098812,188.649153404781,394.06519131904827,188.649153404781,394.06519131904827,0.025098930538051553,0.02477422011704879,0.7660033783783784,0.26278378378378464,20.312227477477478,0.26278378378378464,20.312227477477478,0.04849519994120965,0.025282349309460266,198.58305197501022,188.6203693451401,394.05683814922406,188.6203693451401,394.05683814922406,0.04270505264458354,0.03946669194615218,2760.873,1815.8180000000002,23945.635000000002,1815.8180000000002,23945.635000000002,0.5249271170295996,0.3874412253921854,0.2651979909301454,0.10696626943209528,0.4084018713751508,0.10696626943209528,0.4084018713751508,0.3010447443424817,0.07795018733607746,1.2662566954315833,1.145740477341451,1.546067074483528,1.145740477341451,1.546067074483528,0.34403841024273163,0.3158023603153619,0.10979729729729736,0.022648648648648628,0.2759594594594595,0.022648648648648628,0.2759594594594595,0.47937392886761687,0.3981979451784546,0.23400820063186453,0.06982183114185624,0.41232349759220205,0.06982183114185624,0.41232349759220205,0.8686115195773398,0.41162038736489404,1.0449014744403633,0.5862412598486417,1.1142796340287382,0.5862412598486417,1.1142796340287382,0.5051597425840599,0.42644978783592646,0.12238513513513515,0.032749999999999994,0.21018918918918925,0.032749999999999994,0.21018918918918925,0.30298906130694847,0.26319406623989483,0.17901818813143325,0.05959538892557272,0.4537442690558594,0.05959538892557272,0.4537442690558594
83,0.45189015636644897,0.37844516645970683,30.771217772333333,9.244808577999999,56.88118412426667,9.244808577999999,56.88118412426667,0.7380093303837713,0.6012186909773864,48.112395666666664,11.337424228,61.16737884326667,11.337424228,61.16737884326667,0.17775529738040396,0.10276486947551527,177.37694874193872,142.63285611542463,338.09309352348475,142.63285611542463,338.09309352348475,NA,NA,NA,NA,NA,NA,NA,0.1777464615856099,0.10276798569678729,177.36045772897847,142.61568390376985,338.0894700779837,142.61568390376985,338.0894700779837,0.09343476665655051,0.0933198353283607,3343.9033333333336,43.503333333333345,35366.543333333335,43.503333333333345,35366.543333333335,0.979423605758091,0.978583602499596,0.6860827936388801,6.007704173208224e-4,0.7004838640976945,6.007704173208224e-4,0.7004838640976945,0.6771288676798737,0.24981470494488453,1.127744840328649,0.8079209452081215,1.2802444723623805,0.8079209452081215,1.2802444723623805,0.9080702681283848,0.9011075430893245,0.3123198198198199,0.0026351351351351286,0.3436711711711712,0.0026351351351351286,0.3436711711711712,0.8912076361165386,0.856535692601267,0.6027795511754179,0.026189140043946204,0.6731656556895931,0.026189140043946204,0.6731656556895931,0.8554290199190464,0.40077770664176743,0.8317747649930667,0.47419822897003894,0.8922066524589534,0.47419822897003894,0.8922066524589534,0.14125905247400564,0.13664559810578625,0.04871621621621622,0.009397522522522536,0.2877421171171172,0.009397522522522536,0.2877421171171172,0.28982626274463796,0.2885158452796644,0.20012456071317333,0.003087802537932421,0.6829321903767507,0.003087802537932421,0.6829321903767507
88,0.4187095883294874,0.19219876362919508,41.7037110345,30.77121777216667,56.88118412366667,30.77121777216667,56.88118412366667,0.6488768834981364,0.22927277389808684,53.57864229766667,39.55462767833333,61.16737884266667,39.55462767833333,61.16737884266667,0.22920867300137285,0.11486188823956504,191.58312713860528,155.7281020024684,312.1577198988301,155.7281020024684,312.1577198988301,NA,NA,NA,NA,NA,NA,NA,0.22924351056674333,0.11488768122645412,191.57749641945466,155.7148564326299,312.1539194105261,155.7148564326299,312.1539194105261,0.07361533224801643,0.0729240316846327,2898.5033333333336,330.6699999999999,35212.443333333336,330.6699999999999,35212.443333333336,0.09820661340596187,0.06813181134356053,0.2500007861446278,0.20450323046102328,0.6677872609929473,0.20450323046102328,0.6677872609929473,0.9596176380273496,0.26470063783322795,1.194788802339115,0.8749649072185874,1.2082475423501986,0.8749649072185874,1.2082475423501986,0.4023483566630776,0.38569041221574163,0.1467792792792793,0.014228603603603592,0.3436711711711712,0.014228603603603592,0.3436711711711712,0.055846123355267376,0.05180047547383677,0.08363628594679579,0.048765984909417776,0.6731656556895931,0.048765984909417776,0.6731656556895931,0.46289253298723876,0.20876899840045876,0.6760779333207683,0.4898128441206864,0.8922066524589534,0.4898128441206864,0.8922066524589534,0.3325201904175447,0.2988060527379912,0.10587837837837834,0.026824324324324314,0.2645664414414415,0.026824324324324314,0.2645664414414415,0.11395058573787248,0.11343537073878716,0.08055646874277111,0.003087802537932421,0.6829321903767507,0.003087802537932421,0.6829321903767507
112,0.4187095883294874,0.19219876362919508,41.7037110345,30.77121777216667,56.88118412366667,30.77121777216667,56.88118412366667,0.5304326843751054,0.14014642444272524,53.57864229766667,45.00625286033333,61.16737884266667,45.00625286033333,61.16737884266667,0.06834264294459283,0.02833461238585086,191.58312713860528,182.73825914202092,312.1577198988301,182.73825914202092,312.1577198988301,NA,NA,NA,NA,NA,NA,NA,0.06834130553226318,0.02833479228758868,191.57749641945466,182.7326799512007,312.1539194105261,182.7326799512007,312.1539194105261,0.025994428559630137,0.02449134221775578,2898.5033333333336,2036.1033333333337,35212.443333333336,2036.1033333333337,35212.443333333336,0.10090608926124765,0.06942023095573281,0.2500007861446278,0.20450323046102328,0.6553933206101967,0.20450323046102328,0.6553933206101967,1,0.26768236737270035,1.194788802339115,0.8749649072185874,1.194788802339115,0.8749649072185874,1.194788802339115,0.4569763205828778,0.3885435810601522,0.1467792792792793,0.040833333333333374,0.27267454954954967,0.040833333333333374,0.27267454954954967,0.040500705514187246,0.0369337002497071,0.08363628594679579,0.058925565098878724,0.6690561920644013,0.058925565098878724,0.6690561920644013,0.1700145819934272,0.04962068236769789,0.6760779333207683,0.6318060304127555,0.8922066524589534,0.6318060304127555,0.8922066524589534,0.23975614361630349,0.18915870347117256,0.10587837837837834,0.05583333333333337,0.2645664414414415,0.05583333333333337,0.2645664414414415,0.14418739997090058,0.1433634719710669,0.08055646874277111,0.003087802537932421,0.5403654441381912,0.003087802537932421,0.5403654441381912
